discovered_at,source_id,source_url,source_version,source_question_id,stem,choice_a,choice_b,choice_c,choice_d,choice_e,choice_f,stated_answer,topic_notes,date_found
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,1,What is the core focus of the Cisco ENCOR 350-401 certification exam?,1. Database management and design,2. Enterprise networking technologies,3. Wireless sensor networks,4. Application development and APIs,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,2,Which of the following is a benefit of becoming CCNP-certified?,1. Lifetime certification status,2. Access to Cisco source code,3. Improved employability through skill validation,4. Ability to skip all Cisco exams in future tracks,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,3,Which of the following is a direct prerequisite for the CCNP Enterprise certification?,1. Valid CompTIA Network+ certification,2. Prior completion of CCNA or CCIE,3. Cisco Specialist badge,4. Minimum 3 years of experience,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,4,What is one reason why Cisco redesigned their certification program?,1. To increase exam prices,2. To reduce the number of candidates,3. To align with evolving network automation and programmability trends,4. To stop offering hands-on certifications,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,5,What is the duration of the ENCOR 350-401 exam?,1. 90 minutes,2. 180 minutes,3. 60 minutes,4. 120 minutes,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,6,Which certification is granted after passing only the ENCOR core exam?,1. CCNP Collaboration,2. Cisco Certified Specialist – Enterprise Core,3. CCNP Security,4. CCIE Lab,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,7,Which of the following domains carries the highest weight in the ENCOR exam blueprint?,1. Security,2. Network Assurance,3. Infrastructure,4. Automation,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,8,Which protocol area is emphasized in the CCNP ENCOR exam?,1. BGP over MPLS VPNs,2. IPv4 and IPv6 dual stack,3. X.500 directory services,4. RDP tunneling,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,9,Which two certifications can be obtained by passing only the ENCOR 350-401 exam?,1. CCNP Security,2. Cisco Certified Specialist – Enterprise Core,3. CCNP Collaboration,4. Correct selection,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,10,What is the exam fee for the ENCOR 350-401 core exam?,1. $200,2. $300,3. $400,4. $600,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,11,How long is the CCNP Enterprise certification valid after passing the exam?,1. 1 year,2. 2 years,3. 3 years,4. 5 years,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,12,What is the maximum number of exams required to earn the CCNP Enterprise certification?,1. 1,2. 2,3. 3,4. 4,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,13,Which platform is primarily recommended by IPSpecialist for practicing enterprise networking scenarios?,1. GNS3,2. Packet Tracer,3. Cisco Packet Monitor,4. EVE-NG,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,14,What does Cisco require for certification tracking and correspondence?,1. Physical passport,2. Valid email address,3. Facebook login,4. GitHub account,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,15,Why is the CCNP Enterprise certification still valuable in 2026?,1. It is a legal requirement for IT employment,2. It allows certification holders to bypass practical interviews,3. It validates advanced enterprise networking skills,4. It is the only certification Cisco offers,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,16,Who is the intended audience for the CCNP ENCOR certification?,1. Data entry clerks,2. Junior security analysts,3. Mid-level to senior network engineers,4. Financial analysts,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,17,Which of the following is NOT a CCNP Enterprise concentration exam?,1. ENARSI,2. SD-WAN,3. Wireless Design,4. Cloud Infrastructure,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,18,What is one advantage of CCNP Enterprise certification for organizations?,1. They can skip compliance audits,2. They can validate employee skill level,3. It increases tax deductions,4. It provides free equipment from Cisco,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,19,Which group is the ENCOR exam most suitable for?,1. Entry-level network technicians,2. Database administrators,3. Network engineers with 3–5 years of experience,4. Software developers,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,20,What is the benefit of using Cisco’s digital continuing education program?,1. Earn cryptocurrency,2. Recertify without retaking exams,3. Get hired automatically,4. Avoid exams permanently,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,21,What certification level is achieved after passing the core and a concentration exam under the CCNP Enterprise track?,1. CCNA Enterprise,2. Cisco Certified Specialist,3. CCNP Enterprise,4. CCIE Wireless,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,22,Why is the ENCOR exam considered difficult?,1. It includes essays and interviews,2. It is closed book with no lab,3. It requires deep understanding of enterprise networks,4. It is conducted in Latin,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,23,Which area is covered under both ENCOR and CCIE Enterprise written exams?,1. QoS for ISPs,2. Enterprise Core Technologies,3. ITIL Service Management,4. DevOps tools like Jenkins,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,24,Which of the following best describes the ENCOR certification’s role in the Cisco career path?,1. Final exam for architects,2. Core foundation for CCNP and CCIE Enterprise,3. Beginner-level for desktop support,4. Equivalent to a bachelor’s degree,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,25,Which statement about the CCNP ENCOR exam is accurate?,1. It covers only physical infrastructure,2. It includes lab-based simulations exclusively,"3. It evaluates dual-stack, virtualization, security, and automation",4. It is designed for managers only,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,26,What is the primary reason for using Spanning Tree Protocol (STP) in a switched network?,1. Optimize routing paths,2. Provide IP addressing,3. Prevent Layer 2 loops,4. Encrypt MAC addresses,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,27,Which port role is new in RSTP compared to 802.1D STP?,1. Blocking,2. Designated,3. Alternate,4. Listening,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,28,Which VTP mode allows a switch to forward advertisements but not modify VLAN information?,1. Client,2. Transparent,3. Server,4. Passive,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,29,What must match between two switches for DTP to form a trunk?,1. IP subnet,2. STP priority,3. VTP domain,4. MAC address,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,30,What happens if a switch with a higher VTP configuration revision number is introduced into a network?,1. All VLANs will be added,2. The switch will automatically go into transparent mode,3. VLANs in the domain may be overwritten,4. Nothing changes unless manually approved,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,31,Which command disables trunk negotiation on a trunk port?,1. switchport mode access,2. switchport trunk encapsulation dot1q,3. switchport nonegotiate,4. switchport disable trunking,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,32,Which two statements describe Rapid Spanning Tree Protocol (RSTP)?,1. Uses designated ports only,2. Converges faster than 802.1D,3. Uses PortFast for trunk ports,4. Supports edge and point-to-point port types,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,33,What happens when a port configured with switchport mode trunk connects to a port set to switchport mode access?,1. Trunk is formed,2. Access mode port is shut down,3. No trunking; connection remains access,4. Both ports go to blocking state,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,34,Which DTP mode will passively wait to receive negotiation requests to form a trunk?,1. Dynamic desirable,2. Dynamic auto,3. Trunk,4. Access,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,35,Which command is used to verify active trunk ports on a switch?,1. show interfaces,2. show interfaces trunk,3. show vtp status,4. show vlan brief,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,36,Which protocol allows multiple physical links between two switches to operate as one logical link?,1. STP,2. DTP,3. EtherChannel,4. VTP,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,37,Which EtherChannel mode combination between two switches ensures that a link is formed using LACP?,1. On - On,2. Passive - Passive,3. Active - Passive,4. Desirable - Auto,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,38,What is the main role of the VTP server?,1. Forward advertisements,2. Backup VLAN database,"3. Create, modify, and delete VLANs",4. Encrypt VLAN transmissions,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,39,What is the effect of configuring a VTP domain name on a switch?,1. Increases spanning-tree priority,2. Resets configuration revision to 0,3. Enables DTP,4. Automatically forms EtherChannel,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,40,What command is used to display the current VTP version and domain configuration on a switch?,1. show vlan,2. show vtp status,3. show spanning-tree,4. show vtp mode,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,3,Who should take the CCNP ENCOR certification exam?,1. This certification is ideal for:,2. Network Engineers,3. Enterprise Infrastructure Professionals,4. Cisco Administrators,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,5,What topics are covered in the CCNP ENCOR exam?,1. The exam typically covers:,2. Enterprise Architecture,3. Routing and Switching,4. Infrastructure Services,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,8,Are CCNP ENCOR practice questions useful for exam preparation?,1. Yes. Practice questions help candidates:,2. Understand exam patterns,3. Improve troubleshooting skills,4. Identify weak areas,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,10,What are the best official resources for CCNP ENCOR preparation?,1. Candidates should use official resources such as:,2. Cisco Learning Network,3. Cisco U,4. Cisco DevNet,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,11,What jobs can I apply for after earning the CCNP ENCOR certification?,1. Professionals with CCNP ENCOR certification commonly pursue roles such as:,2. Enterprise Network Engineer,3. Network Administrator,4. Infrastructure Engineer,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,certimaan-encor-samples,https://www.certimaan.com/post/ccnp-encor-certification-exam-questions,350-401 v1.2,15,How should I prepare effectively for the CCNP ENCOR certification exam?,1. A strong preparation strategy should include:,2. Studying official exam topics,3. Practicing enterprise networking labs,4. Using mock exams and sample questions,,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examcollection-encor,https://www.examcollection.com/350-401-dumps.html,350-401 v1.2,1,: How do the Routing Information Base (RIB) and Forwarding Information Base (FIB) differ in their functions on a network device?,A. The FIB is derived from and populated using the RIB’s information.,B. The RIB is an exact duplicate of the FIB.,C. The RIB is utilized for forwarding packets based on the source IP address.,"D. The FIB stores every route from all routing protocols. Answer: A Explanation: In modern routing architecture, both the Routing Information Base (RIB) and the Forwarding Information Base (FIB) play distinct yet interconnected roles in how network traffic is managed and routed. Understanding their differences is fundamental for anyone working with routers or network design. The RIB is essentially a comprehensive routing table maintained by the control plane of a router. It aggregates routing information learned from different sources, including dynamic routing protocols like OSPF, EIGRP, and BGP, as well as static routes and directly connected networks. This table contains all possible routes to various network destinations, along with administrative metrics and next-hop information. On the other hand, the FIB resides in the data plane and is optimized for high-speed packet forwarding. It is built from the RIB but only includes the best or most efficient routes selected by the routing protocol decision process. The router evaluates all the routes in the RIB, selects the best paths based on metrics and administrative distance, and then installs these entries into the FIB. This allows the FIB to act as a streamlined lookup table that can forward packets quickly without having to process the entire routing table. Option B is incorrect because the FIB is not a copy of the RIB—it only includes the best routes. Option C is misleading because routing decisions are generally based on the destination IP address, not the source, and the RIB doesn’t perform switching functions. Option D is false because the FIB does not store all routing data—only the best routes from the RIB make it into the FIB. In conclusion, the correct understanding is that the FIB is populated using the best route entries from the RIB, and this makes A the accurate answer.",,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examcollection-encor,https://www.examcollection.com/350-401-dumps.html,350-401 v1.2,2,: Which component of Quality of Service (QoS) is responsible for modifying a packet to influence its handling across a network?,A. Policing,B. Classification,C. Marking,"D. Shaping Answer: C Explanation: Quality of Service (QoS) mechanisms are designed to manage network traffic effectively, particularly when bandwidth is limited or when supporting latency-sensitive applications like voice or video. One critical function within QoS is determining how different types of traffic should be treated by networking devices. This is where the concept of marking comes into play. Marking refers to the act of embedding specific values into packet headers to indicate how that traffic should be prioritized or treated throughout the network. This can include setting fields like the Differentiated Services Code Point (DSCP) in the IP header or the Class of Service (CoS) bits in an Ethernet frame. Once marked, network devices along the path use these indicators to apply QoS policies, such as prioritizing voice packets over bulk file transfers. Option A, Policing, is about enforcing traffic limits and can drop or re-mark packets that exceed a defined threshold, but it doesn’t inherently define the original markings. B, Classification, is the step prior to marking, where packets are examined and sorted based on attributes like IP address or protocol. It identifies traffic types but doesn’t alter packets. D, Shaping, involves delaying packets to ensure that traffic adheres to a defined rate—again, it modifies timing, not packet content. Therefore, marking is the only process among the choices that directly changes packet headers to influence QoS treatment. These markings guide other devices on how to queue or prioritize traffic, making C the correct answer.",,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examcollection-encor,https://www.examcollection.com/350-401-dumps.html,350-401 v1.2,3,: Which of the following correctly describes how Cisco Express Forwarding (CEF) operates within a router?,A. The CPU is actively engaged in making forwarding decisions for each packet.,B. It utilizes a high-speed cache located in the data plane.,C. It builds and uses two key data plane tables: the FIB and the adjacency table.,"D. Forwarding decisions are handled by the IOS scheduler process. Answer: C Explanation: Cisco Express Forwarding (CEF) is a critical feature in Cisco routers designed to maximize performance by speeding up packet forwarding while minimizing CPU load. It achieves this by pre-computing and storing route information in optimized tables that reside in the data plane. The two essential tables CEF uses are the Forwarding Information Base (FIB) and the adjacency table. The FIB is derived from the Routing Information Base (RIB) and contains the best paths for forwarding decisions. The adjacency table complements the FIB by storing Layer 2 next-hop information, such as MAC addresses and outgoing interface details. When a packet arrives, the router quickly references these tables to determine the best path and next-hop information, ensuring high-speed, deterministic forwarding. Option A is incorrect because the primary benefit of CEF is to offload packet forwarding from the CPU, allowing it to handle more complex control tasks instead. Option B is misleading; CEF doesn’t use a generic ""fast cache"" but instead relies on structured tables (FIB and adjacency table) for consistent performance. Option D incorrectly suggests that the IOS scheduler is involved in forwarding decisions. While the IOS scheduler manages system-level tasks, it does not handle packet forwarding when CEF is enabled. By maintaining pre-structured tables in the data plane, CEF enables high-throughput, low-latency routing decisions without involving the CPU in every forwarding operation. This makes C the accurate and complete choice.",,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examcollection-encor,https://www.examcollection.com/350-401-dumps.html,350-401 v1.2,4,: What is one key advantage of using an on-premises setup instead of cloud-based infrastructure?,A. Easily scale compute capacity without needing hardware installations,B. Requires less power and cooling resources to operate,C. Enables faster deployment since no additional hardware is required,"D. Provides reduced latency between systems due to physical proximity Answer: D Explanation: On-premises infrastructure refers to computing systems that are physically hosted within an organization's own facilities. One of the most significant benefits of this approach is the reduced latency between systems that are situated in close physical proximity to each other. When systems are co-located—such as in the same data center—data can be transferred quickly and with minimal delay, which is critical for applications requiring real-time processing or low-latency performance. Let’s evaluate the answer choices: A is incorrect because rapid scaling of compute resources is a hallmark of cloud environments, not on-premises setups. In cloud platforms, adding resources can be done dynamically and automatically, while on-premises solutions require manual hardware procurement and setup, which is time-consuming and costly. B is also incorrect. On-premises systems often demand more electricity and cooling because the organization must maintain and manage the entire physical environment. Cloud providers, by contrast, optimize their data centers for energy efficiency and manage environmental controls at scale. C does not reflect the realities of traditional on-prem infrastructure. Deploying new systems or applications on-premises typically involves lengthy procurement, configuration, and installation processes. In contrast, cloud platforms allow for much faster provisioning through automated deployment tools. D is correct. The low latency advantage comes from the physical closeness of servers and devices within the same data center or local network. This proximity significantly reduces the time it takes for data to travel between components, making on-premises solutions ideal for latency-sensitive applications such as financial systems, industrial controls, or media processing. Thus, while cloud infrastructure offers flexibility and scalability, on-premises setups provide superior control over physical systems and can deliver faster, more predictable data transfer when systems are co-located.",,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
2026-06-10,examcollection-encor,https://www.examcollection.com/350-401-dumps.html,350-401 v1.2,5,: In what way does traffic shaping under Quality of Service (QoS) help to reduce network congestion?,A. It discards packets once a certain bitrate is exceeded,B. It buffers extra traffic and schedules it for later delivery,C. It breaks large packets into fragments for smoother transmission,"D. It drops random packets from low-priority traffic queues Answer: B Explanation: Traffic shaping is a method used in Quality of Service (QoS) to manage bandwidth usage and reduce congestion by controlling the flow of network traffic. This technique smooths out bursts of data transmission and helps ensure that the network remains stable and responsive, even under heavy loads. The correct answer is B, which states that traffic shaping buffers and queues packets exceeding a committed rate and sends them out gradually. This mechanism regulates traffic flow by delaying the transmission of excess data rather than discarding it, ensuring that critical services and applications can function without interruption. Let’s examine the other options: A is incorrect because discarding packets when the bitrate exceeds a threshold is more characteristic of traffic policing, not shaping. Policing enforces traffic rates strictly by dropping non-compliant packets, which can lead to data loss. C refers to packet fragmentation, which is unrelated to traffic shaping. Fragmentation is a function of network protocols when a packet is too large for the underlying network, and it’s not directly associated with managing bandwidth or congestion. D is associated with a technique called Random Early Detection (RED), which drops packets from queues before they become full. While RED is used to prevent buffer overflows, it does not buffer and schedule traffic the way shaping does. Traffic shaping acts like a valve that moderates how fast packets are sent. When data rates exceed the agreed-upon threshold, packets are held in a buffer and released in a controlled manner, minimizing congestion and optimizing the quality of service across the network. This is particularly useful for delay-sensitive services such as VoIP, video streaming, and real-time gaming. In summary, traffic shaping helps mitigate network congestion by delaying excess traffic, rather than discarding it, which makes B the most accurate choice.",,,,Tier C research — community recall; verify answer on Cisco Tier A only,2026-06-10
