discovered_at,source_id,source_url,source_version,source_question_id,stem,choice_a,choice_b,choice_c,choice_d,choice_e,choice_f,stated_answer,topic_notes,date_found
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-065,Which command configures a local username with privilege 15 access on Cisco IOS-XE?,A. username admin secret cisco123,B. username admin privilege 15 secret Cisco123!,C. ip http authentication local,D. aaa new-model,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-066,"Which AAA protocol is Cisco-proprietary, encrypts the entire payload, and separates Authentication, Authorization, and Accounting?",A. RADIUS,B. TACACS+,C. LDAP,D. Kerberos,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-067,Which command activates the AAA framework on a Cisco IOS-XE router (mandatory before configuring TACACS+/RADIUS server groups for login)?,A. tacacs server NAME,B. aaa new-model,C. login authentication default,D. service password-encryption,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-068,"Which IOS-XE feature protects the route processor by rate-limiting traffic destined to the control plane (e.g., BGP, SSH, ICMP) using a service-policy?",A. uRPF,B. CoPP (Control Plane Policing),C. Storm control,D. DHCP snooping,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-069,An ACL is written: `permit tcp any host 10.1.1.10 eq 443 / deny ip any host 10.1.1.10 / permit ip any any`. What does it accomplish?,"A. Allows only HTTPS to host 10.1.1.10 from any source, denies all other IP to that host, permits everything else",B. Blocks all traffic,C. Allows all traffic to host 10.1.1.10 because the last line permits any,D. Allows only ICMP to host 10.1.1.10,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-070,Which authentication mechanism is most commonly used to secure REST APIs that expose Cisco Catalyst Center programmability?,A. Anonymous access,B. Token-based authentication (Bearer token from /dna/system/api/v1/auth/token),C. TACACS+ shared secret in URL,D. OSPF MD5,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-071,Which security model does Cisco TrustSec use to enforce policy across a network independent of IP addresses?,A. ACL-on-every-port,B. Group-based policy using Security Group Tags (SGT) propagated inline or via SXP,C. Per-MAC VLAN access lists,D. VRF leaking,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-072,"Which IEEE standard defines MACsec, the Layer-2 link encryption used between switches and from endpoints to switches?",A. IEEE 802.1X,B. IEEE 802.1AE,C. IEEE 802.1Q,D. IEEE 802.3ad,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-073,Which Cisco product line is the primary next-generation firewall (NGFW) referenced in modern enterprise security designs?,A. Cisco Catalyst 9300,B. Cisco Secure Firewall (Firepower) with FTD,C. Cisco Nexus 9000,D. Cisco AnyConnect,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-074,"Which endpoint security capability checks for posture (e.g., AV running, OS patched) before granting full network access?",A. Cisco AMP for Endpoints (Secure Endpoint) signature update,B. ISE Posture (with Cisco Secure Client),C. EIGRP Hello,D. SNMP RO community,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-075,Which API security control protects a REST endpoint from brute-force credential attempts by limiting the number of requests per source per second?,A. Rate limiting / throttling,B. Disabling HTTPS,C. Removing all authentication,D. Storing tokens in plain HTTP comments,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-076,Which Python library is most commonly used to make REST API calls to Cisco Catalyst Center or RESTCONF endpoints?,A. requests,B. paramiko,C. scapy,D. matplotlib,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-077,Which Python construct correctly represents a JSON-style dictionary with two keys?,"A. {'hostname': 'R1', 'ip': '10.0.0.1'}","B. ['hostname', 'R1', 'ip', '10.0.0.1']","C. (hostname=R1, ip=10.0.0.1)",D. <hostname>R1</hostname><ip>10.0.0.1</ip>,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-078,Which JSON snippet is syntactically valid?,"A. { ""hostname"": ""R1"", ""ip"": ""10.0.0.1"" }","B. { hostname: 'R1', ip: '10.0.0.1' }","C. { 'hostname' = 'R1', 'ip' = '10.0.0.1' }",D. [ hostname: R1; ip: 10.0.0.1 ],,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-079,Which statement BEST describes YANG?,A. YANG is a transport protocol used by NETCONF,"B. YANG is a data-modeling language that defines the structure, types, and constraints of network configuration and state data",C. YANG is a hashing algorithm for OSPF authentication,D. YANG is a Cisco-only proprietary CLI shell,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-080,Which HTTP response code indicates a REST request was successful and a new resource was created?,A. 200 OK,B. 201 Created,C. 204 No Content,D. 401 Unauthorized,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-081,Which HTTP response code in the 4xx range typically indicates the client supplied invalid or missing authentication credentials?,A. 400 Bad Request,B. 401 Unauthorized,C. 403 Forbidden,D. 404 Not Found,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-082,Which HTTP method does RESTCONF use to PARTIALLY update a resource (modify selected fields without overwriting the whole object)?,A. GET,B. POST,C. PUT,D. PATCH,,,D,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-083,Which Cisco Catalyst Center API category lets a developer trigger an intent-based action such as creating a site or onboarding a device through a JSON payload?,A. Intent APIs,B. Integration APIs (Multivendor SDK),C. Events APIs,D. Audit log APIs,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-084,"Which Cisco Catalyst SD-WAN component exposes a REST API for monitoring devices, fetching templates, and pushing policy changes?",A. vBond,B. vSmart,C. vManage (Cisco SD-WAN Manager),D. WAN Edge router,,,C,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-085,Which of the following is a valid IOS-XE EEM applet that emails the running config when interface GigabitEthernet0/0 goes down?,"A. event manager applet IFDOWN / event syslog pattern ""Interface GigabitEthernet0/0, changed state to down"" / action 1.0 cli command ""enable"" / action 2.0 cli command ""show running-config"" / action 3.0 mail server ...",B. configure terminal / interface GigabitEthernet0/0 / shutdown,C. router ospf 1 / network 0.0.0.0 area 0,D. ip access-list extended IFDOWN / permit ip any any,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-086,Which configuration block forces VTY (remote admin) access on a Cisco IOS-XE router to use SSH only and apply the AAA login method?,A. line vty 0 4 / transport input telnet ssh / no login,B. line vty 0 4 / transport input ssh / login authentication default,C. line con 0 / no exec / transport input none,D. line vty 0 4 / privilege level 15 / no transport input,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-087,"When a TrustSec-capable hop receives an SGT-tagged frame from a TrustSec peer and forwards it to a downstream non-TrustSec switch, which Cisco protocol is most often used to communicate the SGT mapping to the non-TrustSec device?",A. SXP (Security Group Tag Exchange Protocol) over TCP/64999,B. GLBP,C. VRRP advertisements,D. OSPF opaque LSA,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-088,"An engineer runs `requests.get(url, headers={'X-Auth-Token': token}, verify=False)` against Catalyst Center. What is the security implication of `verify=False`?",A. Sends the request without authentication,B. Disables TLS server-certificate verification - convenient in lab but exposes the call to MITM attacks in production,C. Makes the request asynchronous,D. Caches the response indefinitely,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-089,Which Python statement best parses a JSON response body returned by `r = requests.get(url)` into a Python dictionary?,A. data = r.text,B. data = r.json(),C. data = json.dumps(r),D. data = pickle.loads(r),,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-090,What is a primary benefit of model-driven telemetry (MDT) over legacy SNMP polling?,A. MDT uses CMS over UDP without a model,"B. MDT pushes structured YANG-modeled data over gRPC/NETCONF subscriptions, scaling and timeliness much better than SNMP polling",C. MDT removes the need for any encryption,D. MDT works only on legacy IOS without IOS-XE support,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-091,Which feature of Cisco Catalyst Center's AI-powered workflows generates a baseline of network behavior and flags deviations such as unusually high latency on a wireless SSID?,A. Static thresholding,B. AI Network Analytics with anomaly detection,C. SNMP traps only,D. Manual NetFlow review,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-092,"Which command produces a quick interface health snapshot including counters, errors, and state on Cisco IOS-XE?",A. show running-config,B. show interfaces,C. show ip route,D. show vlan brief,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-093,Which two PIM-SM router roles are required so a receiver can receive multicast traffic for the first time before any SPT switchover? (Choose the best statement.),"A. First-hop router (FHR) registers the source with the RP, last-hop router (LHR) joins the shared (RPT) tree toward the RP",B. Both FHR and LHR run BGP,C. Only the RP forwards traffic; FHR and LHR are passive,"D. FHR runs OSPF, LHR runs EIGRP",,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-094,"Which command displays the current PIM RP-to-group mapping, including learning method (static, BSR, Auto-RP)?",A. show ip mroute,B. show ip pim rp mapping,C. show ip pim neighbor,D. show ip igmp groups,,,B,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-095,An engineer needs to configure a tunnel interface for site-to-site GRE between two Cisco routers. Which two interface commands establish a basic working unencrypted GRE tunnel? (Choose the best.),A. tunnel mode gre ip / tunnel source <intf-or-ip> / tunnel destination <peer-ip>,B. tunnel mode ipsec ipv4 only,C. switchport mode trunk,D. ip ospf network point-to-point,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-096,Which two key fields uniquely identify an EtherChannel hashing decision when set to `port-channel load-balance src-dst-ip`? (Best answer.),A. Source IP and destination IP of the packet,B. Source MAC and VLAN ID,C. Source TCP/UDP port only,D. Random number generator output,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-097,Which RESTCONF root URI prefix is used to access configuration data on a Cisco IOS-XE device?,A. /restconf/data,B. /dna/intent/api/v1,C. /api/v2/system,D. /.well-known/host-meta,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-098,Which Python module is most commonly used to interact with NETCONF on Cisco IOS-XE?,A. ncclient,B. requests,C. matplotlib,D. tkinter,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-099,Which sequence reflects the RECOMMENDED Cisco order of operations to onboard a new Catalyst SD-WAN edge router (cEdge)?,A. Edge -> vBond authenticates -> vManage attaches templates -> vSmart distributes OMP routes/policy,B. Edge -> vAnalytics -> vManage -> vSmart,C. Edge -> vSmart -> vBond -> vManage,"D. Edge -> any controller in any order, no orchestration needed",,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
2026-06-10,openexamprep-encor,https://open-exam-prep.com/practice/cisco-350-401,350-401 v1.2,cisco-350-401-100,"Which statement BEST summarizes the relationship among Cisco Catalyst Center, NETCONF/RESTCONF, and YANG?","A. NETCONF/RESTCONF transports YANG-modeled config and state, while Catalyst Center wraps these and adds intent-based REST APIs and AI workflows for Day-N operations",B. Catalyst Center replaces YANG with proprietary CSV files,C. YANG runs over SNMP only,D. NETCONF and RESTCONF cannot coexist on the same device,,,A,Tier B — verify answer on Cisco Tier A,2026-06-10
